startdate,station,pm,bc,na,mg,al,si,s,cl,k,ca,sc,ti,v,cr,mn,fe,co,ni,cu,zn,ga,ge,se,br,rb,sr,y,zr,nb,mo,pd,ag,cd,sn,sb,cs,ba,la,ce,sm,eu,tb,au,tl,pb,date1,central,month,season
12/26/2017,c2pm25,35.080002,3.0999999,.4034,.33469999,1.1619,2.0969999,2.4837,.33059999,.55690002,1.5262001,.0044999998,.0616,.0122,.0033,.0285,.8768,.0014,.0037,.0241,.27779999,.000099999997,0,.0055,.0115,.00069999998,.0121,.00079999998,0,.00030000001,.0070000002,.0101,.0046000001,0,.031300001,0,.0049999999,.0142,0,0,0,0,0,0,.00069999998,.0436,26dec2017,c2pm25,12,0
12/26/2017,c2pm10,142.35001,4.4000001,.32839999,1.7437,5.2412,12.092,3.1241,1.4196,1.5863,14.5518,.0076000001,.40130001,.022700001,.0207,.1248,6.0820999,.0137,.0207,.039000001,.46619999,.0019,.0027999999,.0074,.0145,.0062000002,.066600002,0,.020500001,.0018,.0027999999,.0048000002,.0106,0,.022,.0049000001,.0127,.23190001,.0156,0,0,0,0,0,0,.058499999,26dec2017,c2pm10,12,0
12/26/2017,c1pm25,114.47,3.8499999,.25830001,1.3433,4.1799002,9.7156,3.2323,1.0315,1.321,11.022,.0104,.28940001,.017999999,.0125,.067299999,3.9495001,.0077,.0151,.025900001,.055199999,0,0,.00079999998,.0133,.0038999999,.0502,0,.016000001,.0062000002,.0049000001,.0016,.0073000002,0,.0134,.0040000002,.027799999,.062600002,.0038000001,0,0,0,.019099999,.0012000001,0,.045899998,26dec2017,c1pm25,12,0
12/27/2017,c1pm25,30.09,3.71,.58359998,.21359999,.44119999,.90960002,3.2557001,.044599999,.61180001,.60500002,.0046999999,.024700001,.0149,.0020999999,.0082999999,.37079999,0,.0040000002,.0137,.034899998,.0027000001,0,.0026,.0116,.0037,.0074,0,0,.0027000001,.0029,.0080000004,.0113,0,.0063999998,0,0,0,.00079999998,0,.053599998,0,0,0,.0055999998,.033,27dec2017,c1pm25,12,0
12/27/2017,c2pm25,41.119999,3.9000001,.30509999,.33410001,.99870002,1.8401,3.6856999,.52850002,.98210001,1.34,.0098999999,.0482,.0207,.0063999998,.061500002,.98030001,.0038999999,.0105,.026699999,1.3442,.0029,0,.0112,.025,.0044,.0063,0,.0023000001,.0052999998,.0014,0,.0015,0,.035300002,.0117,.0076000001,.037799999,.0099999998,.0174,0,0,0,0,0,.1112,27dec2017,c2pm25,12,0
12/27/2017,c1pm10,91.080002,4.5,.82370001,1.0955,2.8684001,6.8870001,3.8733001,.7489,1.2927999,7.5240998,.0029,.1987,.021600001,.0099999998,.053199999,2.7426,.0071,.0127,.025,.0583,.0024999999,.00069999998,.0046999999,.0211,.0071,.034600001,.0017,.0128,.0068000001,.0029,.0044,.0024000001,0,.0297,.0066,0,.031800002,.0141,.0154,0,0,0,0,.0017,.0286,27dec2017,c1pm10,12,0
12/27/2017,c2pm10,146.67,4.8899999,0,1.6921,4.4773998,10.7441,4.0682001,1.2709,1.8609999,14.6409,.0113,.3272,.032600001,.032900002,.16150001,6.0532999,.0146,.0277,.046300001,1.7145,.0046000001,.00069999998,.0074,.033799998,.0027999999,.070200004,0,.0124,.0087000001,.0088,.0068999999,.017200001,0,.0265,.0118,0,.222,.0167,0,.0104,0,0,0,0,.1496,27dec2017,c2pm10,12,0
12/28/2017,c1pm25,44.189999,5.4499998,1.1276,.204,.4571,.90939999,3.6235001,.1473,.82029998,.73930001,.0037,.0352,.0141,.0020999999,.0066999998,.5528,0,.0038999999,.028100001,.040800001,.0015,.00079999998,.00089999998,.0319,.0026,.0088999998,.0031000001,.0035999999,.0026,.0035999999,.0101,.0029,0,.0107,0,0,.0139,0,0,.0057000001,0,0,0,0,.021600001,28dec2017,c1pm25,12,0
12/28/2017,c2pm10,188.98,8.2700005,.875,2.0351,4.9418001,12.8862,4.4071999,2.3124001,2.2183001,18.040899,.0057999999,.412,.044799998,.027000001,.1498,6.6444001,.0178,.030200001,.063699998,.7791,.003,.00050000002,.0060999999,.0612,.0055,.0973,.001,.020500001,.0121,.0055,0,.0086000003,.0088,.022500001,.0017,0,.3612,0,.034699999,0,0,0,0,0,.1067,28dec2017,c2pm10,12,0
12/28/2017,c2pm25,58.32,6.6700001,.96689999,.44,1.025,2.3076,4.0847001,.56010002,1.1066999,2.0195999,.0074999998,.069499999,.026799999,.0035000001,.0403,.95569998,.0019,.0081000002,.032400001,.47589999,.00069999998,0,.00030000001,.0425,.0041999999,.0152,.00050000002,.0027999999,.0014,.0046999999,.0134,.0133,.00030000001,.0037,.0044999998,0,.0383,0,0,0,0,0,.0059000002,0,.074100003,28dec2017,c2pm25,12,0
12/28/2017,c1pm10,119.37,6.9099998,.9727,1.1546,2.9549999,7.3957,4.1508999,1.3843,1.508,8.6507998,0,.2341,.0219,.0175,.054000001,3.6551001,.0059000002,.0129,.087099999,.092100002,.00069999998,0,.000099999997,.0436,.0029,.0546,0,.0218,.0044,.0031999999,.0057000001,.0071999999,0,.0151,.0015,.0071,.1266,.0049999999,0,0,0,0,.00089999998,0,.024,28dec2017,c1pm10,12,0
12/29/2017,c1pm25,52.880001,6.0300002,.7931,.435,.9084,1.9349999,5.2259002,.1005,.74760002,1.5052,.0085000005,.0638,.0145,.0031000001,.018100001,1.0389,.0027000001,.0062000002,.036400001,.0581,.0027000001,0,.0020999999,.042800002,.0014,.0165,.00069999998,.0088,.0020999999,.00019999999,.0163,.0059000002,0,.015799999,.0041,0,.0052999998,0,0,.056200001,0,0,0,.00079999998,.0228,29dec2017,c1pm25,12,0
12/29/2017,c2pm10,162.78999,7.25,.69679999,1.98,4.6995001,12.2516,5.1542001,.84119999,1.8523999,13.2346,.0082,.3655,.0337,.023399999,.1045,5.7740002,.013,.0243,.0537,.41150001,.0022,.00019999999,.0026,.048599999,.0073000002,.079899997,.0055,.0232,0,.0051000002,0,.0085000005,0,.0060000001,.0063999998,0,.2159,0,0,.035100002,0,0,.0048000002,0,.058200002,29dec2017,c2pm10,12,0
12/29/2017,c1pm10,149.97,7.46,.86390001,1.7573,4.6335001,11.6436,5.2027998,.78350002,1.7046,12.3338,.0105,.36059999,.0261,.0242,.094099998,5.6371999,.0129,.018300001,.1149,.126,.0012000001,0,.001,.0559,.0033,.0678,.00039999999,.042300001,.0044,.0109,.0116,.0063999998,.00050000002,.0243,.00019999999,0,.18870001,.0091000004,.058899999,0,0,0,0,0,.0273,29dec2017,c1pm10,12,0
12/29/2017,c2pm25,52.279999,4.2600002,.47009999,.4752,1.2164,2.6301,4.0141001,.1604,.79689997,1.7744,.0142,.066699997,.0127,.0034,.030999999,1.0602,.0019,.0022,.0254,.1839,.000099999997,0,.0011,.013,0,.0208,.00030000001,.0024000001,.0031999999,.0048000002,0,.0038000001,0,.0033,0,.033799998,.033100002,.0115,.00030000001,0,.0048000002,0,0,.00039999999,.031500001,29dec2017,c2pm25,12,0
12/30/2017,c1pm10,169.71001,8.6700001,.70289999,1.9613,4.9059,12.4339,5.618,.71109998,1.7339,14.231,.0065000001,.4095,.0286,.0266,.1072,6.5683999,.0103,.0217,.14910001,.25119999,.000099999997,.00050000002,.0057000001,.046700001,.0086000003,.091499999,.00089999998,.048,0,.0096000005,.00050000002,.0082,0,.022600001,.0055,0,.27959999,0,0,.020099999,0,0,0,0,.036800001,30dec2017,c1pm10,12,0
12/30/2017,c2pm10,207.66,7.8899999,.68910003,2.8129001,6.3179998,17.046301,5.2726002,.91689998,2.2702,19.385599,.0068000001,.45539999,.039099999,.033100002,.1559,7.0426002,.0166,.032000002,.049600001,.2924,.0020000001,0,.0057999999,.043900002,.0078999996,.1523,0,.0221,0,.0034,0,.0024000001,0,.0174,.0041,0,.1486,0,0,0,.061999999,0,.0035000001,.003,.053100001,30dec2017,c2pm10,12,0
12/30/2017,c2pm25,59.869999,6.4000001,.64670002,.63389999,1.3207,2.8218999,5.9847002,.089900002,.88319999,2.3485999,.0018,.076700002,.022399999,.0052999998,.0275,1.0707999,.0031999999,.0093,.0178,.1649,.00039999999,.00089999998,.0037,.030999999,.0044,.0209,0,.0087000001,.0043000001,0,.0046000001,.0031000001,0,.0165,.0024999999,0,.021299999,0,.0217,0,0,0,.0034,.0049999999,.038800001,30dec2017,c2pm25,12,0
12/30/2017,c1pm25,59.509998,7.5900002,.60100001,.42739999,1.127,2.1336,5.6682,.084399998,.73799998,1.6537,.0071,.077500001,.015,.0049000001,.032600001,1.4255,.0011,.0081000002,.0528,.0995,0,0,0,.0307,.00019999999,.0139,0,.0139,.00060000003,.0093,.0060000001,.0035000001,.00039999999,.0044999998,0,0,.0233,0,0,.0167,0,0,0,0,.0186,30dec2017,c1pm25,12,0
12/31/2017,c1pm25,66.290001,4.9200001,.65539998,.32690001,.87550002,1.8899,7.1469998,.0427,.70829999,.91320002,.0088,.0625,.0147,.0024999999,.029300001,.86940002,.0016,.0063999998,.0288,.2228,0,0,.0037,.019400001,.00039999999,.013,0,.0044999998,.0066,.0040000002,.0022,.0031999999,.0065000001,.0153,0,0,.034299999,0,0,0,0,0,0,0,.054499999,31dec2017,c1pm25,12,0
12/31/2017,c2pm25,60.009998,3.6600001,.51709998,.34169999,.87739998,1.8983999,6.7308998,.0469,.5097,1.1069,.0093999999,.048099998,.0093,.0029,.017000001,.66780001,.0013,.0060000001,.0117,.064800002,0,0,.0016,.0165,0,.015799999,0,.0035999999,.00060000003,.0023000001,0,.0131,0,.0060999999,0,.0041999999,.0176,0,0,0,0,0,0,.0055999998,.0132,31dec2017,c2pm25,12,0
12/31/2017,c1pm10,155.16,6.3099999,.59680003,1.6174999,4.1188002,10.1776,7.4180002,.52640003,1.5956,10.6862,.0020000001,.33539999,.0296,.02,.094800003,4.9432001,.0116,.0174,.0836,.32570001,.0019,0,.00079999998,.0294,.0043000001,.077600002,.001,.032900002,.0024000001,.0049000001,.00089999998,.0011,.0068000001,.0266,.00050000002,.0029,.20290001,0,.0092000002,.0044,.1146,0,.0031000001,0,.058699999,31dec2017,c1pm10,12,0
12/31/2017,c2pm10,148.11,4.5,.53600001,1.665,4.2070999,10.6578,6.2665,.50349998,1.4461,10.5314,.0098000001,.2834,.020099999,.014,.090700001,4.1721001,.0071999999,.0151,.025900001,.1211,0,0,.0048000002,.027100001,.0052999998,.099200003,.001,.0139,.0029,.0040000002,.0111,.0068000001,.0071999999,.0143,.00039999999,.032400001,.054499999,0,.068599999,0,.0094999997,0,0,.0031999999,.0272,31dec2017,c2pm10,12,0
1/1/2018,c2pm10,189.50999,3.6500001,.68419999,2.4008999,7.3494,16.639799,4.3793998,.92009997,2.0177,19.1166,0,.52289999,.031399999,.025900001,.1525,7.5454998,.0186,.021199999,.028999999,.51899999,.00060000003,0,0,.029100001,.0057000001,.098399997,.0014,.020400001,.0012000001,.0046000001,0,.0093,.0113,.020300001,.0026,.0305,.1305,0,.019200001,.0082,0,0,0,.0026,.093699999,01jan2018,c2pm10,1,0
1/1/2018,c1pm25,41.400002,2.2,.4585,.5068,1.4825,2.9772,4.6988001,.02,.44080001,1.8128,.0068000001,.0779,.0082,.0035999999,.021500001,1.035,.00069999998,.0024000001,.0059000002,.032499999,0,0,.0035999999,.0173,.00019999999,.015799999,.0019,.0071,.0057000001,0,.0070000002,.0052999998,0,.0102,0,.00060000003,0,.0189,.022600001,0,0,0,.0098000001,.0019,.0232,01jan2018,c1pm25,1,0
1/1/2018,c1pm10,149.75999,3.0599999,.57459998,2.0523,5.9994998,13.2856,4.1264,.6728,1.5707999,13.7305,.0121,.40880001,.0153,.0178,.097499996,5.5061002,.0143,.0151,.0209,.061299998,.0040000002,0,0,.025800001,.0078999996,.070699997,.0018,.0208,.0018,.0035000001,.0044,.0111,0,.0125,0,0,.066500001,.046500001,.041000001,0,0,0,.0016,.000099999997,.031099999,01jan2018,c1pm10,1,0
1/1/2018,c2pm25,47.93,2.52,.56050003,.588,1.7495,3.6157999,4.9763999,.1441,.58780003,2.3073001,.0129,.092100002,.021400001,.0055,.042599998,1.2806,.0037,.0049000001,.0123,.35460001,.0015,0,.0040000002,.022,.00060000003,.0165,0,.0043000001,0,.0019,.0057000001,.0086000003,0,.030300001,0,0,0,.032699998,0,0,0,.055100001,0,0,.066299997,01jan2018,c2pm25,1,0
1/2/2018,c2pm10,123.35,2.9100001,.2604,2.0927,5.3850999,12.4395,1.1999,1.1172,1.3421,13.761,0,.40349999,.0151,.019300001,.1227,6.1451001,.0133,.0132,.0572,.35460001,.0019,.0011,.003,.0127,.0017,.098399997,.00039999999,.0062000002,.0073000002,.0063,0,.0031000001,0,.0133,.0043000001,0,.049699999,0,.024800001,0,.056000002,0,.0066,0,.071199998,02jan2018,c2pm10,1,0
1/2/2018,c2pm25,22.1,2.02,.069899999,.4192,1.181,2.1256001,.7816,.347,.2726,1.516,.0133,.060699999,.0052999998,.0035000001,.0287,.89209998,.0024999999,.0020999999,.039900001,.15440001,.000099999997,0,.00060000003,.0088,.0034,.0156,.0011,.0019,.0020000001,.0014,.0113,.0046999999,0,.0031000001,.0027999999,0,0,0,0,0,0,.0145,0,.00060000003,.046300001,02jan2018,c2pm25,1,0
1/2/2018,c1pm25,18.709999,2.02,.19239999,.3527,.80629998,1.7026,.70969999,.059099998,.1936,1.0598,.0149,.047400001,.0038999999,.0023000001,.0103,.61949998,.00089999998,.0018,.0094999997,.0177,.0013,0,.0019,.0046999999,0,.0175,.00039999999,.0035000001,.0027000001,.0052999998,.0082999999,.0070000002,0,.0073000002,0,.0121,0,0,.045000002,0,0,0,.0027000001,.0024000001,.0239,02jan2018,c1pm25,1,0
1/2/2018,c1pm10,91.279999,2.79,.45969999,1.7193,4.1230001,9.3565998,1.0899,.75279999,.97439998,9.8289003,.0065000001,.28220001,.013,.0122,.058699999,3.6963999,.0055999998,.0078999996,.023800001,.041299999,.0013,0,0,.0068999999,.0049000001,.1032,0,.0097000003,.0057000001,.0024000001,.0011,.0035000001,0,.022299999,.0046000001,0,.0537,.0156,0,0,0,0,.00019999999,.0011,.0089999996,02jan2018,c1pm10,1,0
1/3/2018,c2pm25,24.809999,2.5999999,.2545,.29800001,2.1075001,1.472,1.0561,.3565,.27990001,1.1983,.0087000001,.045000002,.0071,.0031999999,.0341,.6749,.00079999998,.003,.029300001,.3202,.00069999998,0,.00060000003,.0060000001,0,.0076000001,.00039999999,.0026,.0013,.0038999999,.0112,.0167,.0052,.0105,.0099999998,0,0,0,0,0,0,0,0,0,.035300002,03jan2018,c2pm25,1,0
1/3/2018,c1pm10,54.220001,2.26,.4472,.85689998,1.8527,4.6550002,1.2902,.6645,.59390002,5.4960999,.0065000001,.147,.0089999996,.0077999998,.037,1.9804,.0044,.0046999999,.033599999,.037999999,.00030000001,0,.0013,.0060999999,.0018,.027899999,.00069999998,.0121,.00060000003,.0052999998,.0020000001,.0093,0,.0133,.0013,.021199999,.0405,.0229,0,0,0,0,0,0,.0185,03jan2018,c1pm10,1,0
1/3/2018,c1pm25,14.26,1.87,.2096,.1305,.31209999,.59060001,.9874,.0222,.1983,.4941,.0086000003,.021,.0043000001,.00030000001,.0049000001,.28920001,.0015,.00079999998,.0105,.0125,.0011,0,0,.0023000001,.00039999999,.0057000001,.0014,.0038000001,.0014,.0031999999,.0014,.0083999997,0,.0113,0,0,0,0,0,.022299999,0,0,.00050000002,0,.0137,03jan2018,c1pm25,1,0
1/3/2018,c2pm10,105.1,3.3099999,.42210001,1.7566,4.7572999,9.4998999,1.4764,1.2175,1.0279,10.8653,.017000001,.29339999,.0165,.022500001,.1098,4.4559002,.0082999999,.0195,.048099998,.51910001,.0018,0,.0029,.0149,.0015,.057799999,.0019,.0109,.0052,.0060999999,.0071,.0077999998,.00030000001,.019300001,0,0,.1998,0,0,.0027000001,0,0,.0055999998,0,.050000001,03jan2018,c2pm10,1,0
1/4/2018,c1pm10,72.360001,2.6400001,.66460001,.82529998,2.1173999,4.8283,2.7102001,.97409999,.8233,5.5005999,.0043000001,.1547,.0143,.0060000001,.035700001,2.0969,.0035000001,.0065000001,.029100001,.077399999,0,0,.0033,.021199999,.0048000002,.024499999,.0011,.0143,.0060999999,.0066999998,.011,.00050000002,0,.0113,.0011,0,.046599999,.0125,0,0,0,0,.0018,.0013,.018200001,04jan2018,c1pm10,1,0
1/4/2018,c1pm25,23.459999,2.1800001,.33489999,.1295,.36919999,.68739998,2.5493,.0298,.3506,.36309999,.0076000001,.022700001,.011,.0012000001,.0046000001,.29089999,.000099999997,.0027000001,.0129,.0504,0,.00039999999,.001,.0115,.00030000001,.0060000001,0,.0034,.0034,.0016,.0114,.0024000001,0,.0026,0,.00089999998,.026699999,0,0,0,0,0,.00050000002,.00039999999,.0155,04jan2018,c1pm25,1,0
1/4/2018,c2pm25,22.09,2.21,.27880001,.1552,.51300001,.62840003,2.4337001,.019099999,.25350001,.34779999,.0065000001,.0198,.013,.00030000001,.0083999997,.2746,0,.0033,.0092000002,.033,.00089999998,0,.0012000001,.0093,.00089999998,.0040000002,.0020000001,.0013,.0024999999,.0035999999,.0040000002,.0097000003,0,.0044,0,0,.025900001,.0015,.023399999,.066200003,0,0,0,0,.0105,04jan2018,c2pm25,1,0
1/4/2018,c2pm10,69.839996,2.54,.5007,.70279998,1.9597,4.3392,2.5597999,.69779998,.66289997,4.809,.0068000001,.1389,.018999999,.0074,.0416,1.969,.0027000001,.0063999998,.0178,.080300003,.000099999997,0,0,.021500001,0,.0263,0,.0066999998,.0017,.0049000001,.003,.0044999998,0,.011,.0011,.030099999,.021400001,.016100001,0,.0044,0,0,.00050000002,.0019,.017000001,04jan2018,c2pm10,1,0
1/5/2018,c2pm10,143.53999,3.24,.6196,1.9751,5.0317998,12.2305,2.2363999,1.6892,1.4227,16.566799,0,.4244,.025699999,.019300001,.15899999,5.5254998,.0152,.0132,.028000001,.54820001,.00060000003,.0022,.0040000002,.0232,.0019,.098700002,0,.022700001,.0049000001,.0083999997,.0052999998,.0147,0,.0217,0,0,.36520001,0,0,0,0,0,0,0,.049899999,05jan2018,c2pm10,1,0
1/5/2018,c2pm25,31.799999,2.3900001,.3202,.48249999,1.3602,2.7611001,1.7398,.3809,.44279999,1.9359,.0066,.086900003,.0077,.0031000001,.058800001,1.0272,.00060000003,.0026,.0149,.37130001,.0017,.003,.0044999998,.0134,0,.016799999,.00030000001,.0038000001,.0043000001,.0020000001,0,.0043000001,0,.040800001,.0017,0,.068599999,0,0,0,0,0,0,.0019,.032299999,05jan2018,c2pm25,1,0
1/5/2018,c1pm25,24.530001,2.5,.2676,.27020001,.74790001,1.6008,1.6431,.0405,.2226,1.1255,.0093999999,.043099999,.0066,.0020999999,.0139,.60470003,.0026,.0012000001,.012,.032600001,0,.000099999997,.0022,.0128,0,.0099999998,0,.00019999999,0,.0035999999,0,.0024000001,0,.0087000001,0,.0092000002,.0060999999,.0073000002,0,.0244,0,0,0,.0022,.0151,05jan2018,c1pm25,1,0
1/5/2018,c1pm10,93.260002,3.22,.71060002,1.294,3.1729,7.7171001,1.9891,1.0109,.82139999,9.6408997,0,.221,.0128,.0114,.060699999,3.0450001,.0059000002,.0103,.0339,.066299997,.0026,0,.0020999999,.0209,.000099999997,.0471,0,.0118,.0031999999,.0017,0,.0066999998,0,.028200001,.0037,0,.12630001,0,.0049999999,.040800001,0,0,.0035999999,0,.016100001,05jan2018,c1pm10,1,0
1/6/2018,c2pm25,51,3.01,.31029999,.67979997,3.3280001,5.4053001,1.1338,.6002,.65509999,4.6939001,.0024000001,.1416,.0142,.0049999999,.0515,1.8355,.0062000002,.0083999997,.018200001,.66769999,.0023000001,0,0,.0131,.0012000001,.021500001,0,.0027999999,.0046000001,.0062000002,.0098999999,.0031999999,0,.0073000002,0,0,.0164,0,0,0,0,0,.001,0,.044799998,06jan2018,c2pm25,1,0
1/6/2018,c1pm10,266.75,4.23,.44670001,2.2246001,10.1543,22.610901,1.2524,1.4729,2.5557001,39.202801,0,.85780001,.034299999,.0383,.1833,11.1202,.0288,.018300001,.07,.0757,.0017,.00019999999,.00069999998,.0127,.0082999999,.15360001,.003,.0385,.0094999997,.0086000003,0,.0125,0,.0232,.0026,0,.15459999,.048099998,.0049000001,0,0,0,.0027999999,0,.015699999,06jan2018,c1pm10,1,0
1/6/2018,c1pm25,48.490002,2.3800001,.31380001,.62699997,2.6380999,5.4035001,1.0942,.43340001,.59179997,5.3449998,0,.1595,.0063999998,.0043000001,.032699998,1.9643,.0043000001,.00079999998,.0284,.024700001,0,0,.00019999999,.0046000001,.0011,.0263,.00069999998,.0068999999,.0044,.0052,.0027999999,.0066,0,.0137,.0027999999,0,.034200002,0,0,0,0,0,.0040000002,.00030000001,.0124,06jan2018,c1pm25,1,0
1/6/2018,c2pm10,244.32001,4.8299999,0,2.1938,9.6422005,20.639999,1.4033,1.6328,2.3666,32.228802,0,.74110001,.034400001,.035700001,.20739999,9.9777002,.021600001,.028100001,.038600001,.9012,.0063,0,0,.0211,.0125,.1406,.0034,.0348,.0119,.0077,.0011,.0077,0,.0266,0,0,.1787,0,0,.044599999,0,0,0,0,.071800001,06jan2018,c2pm10,1,0
1/7/2018,c1pm10,86.589996,1.53,.55549997,1.0171,3.6526999,7.8987999,1.6481,.95709997,.9745,10.7323,0,.23280001,.0129,.0106,.046999998,3.0213001,.0044,.0070000002,.0127,.031300001,0,0,.0024999999,.0092000002,0,.046100002,.0024000001,.0112,0,.0029,.0046999999,.0044,0,.012,.0051000002,0,.0186,0,0,.0041999999,0,0,.0118,0,.0063999998,07jan2018,c1pm10,1,0
1/7/2018,c2pm25,29.469999,1.51,.36930001,.38940001,1.7199,2.3478,1.7418,.079000004,.4021,2.0745001,.0031999999,.061900001,.0085000005,.003,.0188,.87110001,.0027999999,.0027000001,.0063999998,.085199997,.00069999998,0,.0034,.0062000002,.0014,.0121,.00019999999,.0013,.0016,.0040000002,0,.0104,0,0,0,0,0,.0018,0,0,0,0,0,0,.0144,07jan2018,c2pm25,1,0
1/7/2018,c2pm10,132.11,2.5699999,.30779999,1.7706,5.6451998,12.1461,2.1155,.65390003,1.3728,16.1719,0,.36050001,.0186,.0195,.098700002,5.3611999,.0154,.0187,.0243,.2271,.0016,0,.000099999997,.0133,.0011,.0634,.0046999999,.016000001,.0049999999,.0124,0,.0068000001,0,.0093999999,.0020000001,0,.1042,.041000001,.0814,0,0,0,.0087000001,.0017,.034299999,07jan2018,c2pm10,1,0
1/7/2018,c1pm25,20.959999,1.04,.3502,.23010001,.75809997,1.559,1.362,.080600001,.32890001,1.3396,.0020000001,.043900002,.0077999998,.00060000003,.0092000002,.52670002,.0015,.0019,.0068999999,.0143,.00030000001,0,.0024000001,.0055999998,0,.0059000002,0,.0012000001,.0035999999,.0013,0,.0031999999,0,.0051000002,0,0,0,0,0,0,0,0,0,0,.0051000002,07jan2018,c1pm25,1,0
1/8/2018,c2pm25,33.040001,3.4300001,.4201,.33860001,.83969998,1.7872,2.8462,.1894,.72710001,1.3046,.0073000002,.041900001,.0149,.0015,.034899998,.79000002,.0019,.0055999998,.0277,.40990001,.0020999999,0,.0026,.0105,0,.0114,0,.0012000001,.0016,.0019,.0024999999,.0063999998,0,.0185,.003,0,0,0,0,0,0,0,0,0,.043699998,08jan2018,c2pm25,1,0
1/8/2018,c1pm10,63.66,2.3199999,.4993,.9163,2.0734,4.9597998,2.8036001,.57529998,.78609997,6.0043998,.0078999996,.1332,.016799999,.0060000001,.034600001,1.9349,.0034,.0074,.0185,.036499999,.0037,0,.0024999999,.0068999999,.0040000002,.032200001,.0026,.0112,.00019999999,.0055,.0048000002,.0020000001,.000099999997,.0155,0,0,.021600001,.036400001,0,0,.0139,0,0,.00030000001,.022600001,08jan2018,c1pm10,1,0
1/8/2018,c1pm25,21.6,1.8200001,.3107,.1601,.36919999,.78430003,2.3761001,.0381,.37580001,.61199999,.0038999999,.021,.0126,.0017,.0080000004,.29910001,.0012000001,.0051000002,.0106,.024,.0022,0,.0022,.0038999999,.001,.0057999999,.0014,0,.0013,.0059000002,.0049999999,.0046999999,0,.0113,.0026,0,0,0,0,0,0,0,.0033,0,.0133,08jan2018,c1pm25,1,0
1/8/2018,c2pm10,121.74,4.75,.38069999,1.8226,4.1870999,10.5066,3.3204999,.54280001,1.6062,12.6521,.0082999999,.29539999,.0263,.0175,.12630001,4.9639001,.0112,.0197,.037900001,.63810003,.0027999999,.0014,.0060000001,.0177,.0018,.065899998,0,.0088999998,.0057000001,.0066,0,0,.00050000002,.0154,.0038999999,0,.1209,0,.0077999998,0,0,0,0,.00060000003,.059900001,08jan2018,c2pm10,1,0
1/9/2018,c2pm25,27,2.46,.2436,.26140001,1.2855,1.3891,2.1587999,.089199997,.39309999,1.147,.0044,.037599999,.013,.0024999999,.019400001,.64380002,.0017,.0031000001,.0139,.29100001,0,0,.0024999999,.0065000001,.00030000001,.0087000001,0,0,0,.0038999999,.0068000001,.0048000002,.00069999998,.0144,0,0,.0272,.001,0,0,0,0,0,.0019,.034200002,09jan2018,c2pm25,1,0
1/9/2018,c1pm25,20.719999,2.4200001,.2366,.1363,.31869999,.72439998,2.0269001,.030099999,.2419,.69559997,.0065000001,.0222,.0178,.0019,.0086000003,.39469999,0,.0063,.0173,.0341,.0044999998,.00050000002,.0044,.0105,0,.0034,.0049999999,.0011,.0035000001,.0031000001,0,.0046999999,.0037,.0068999999,.0105,0,0,.0155,.0147,.0427,0,.026000001,0,0,.0163,09jan2018,c1pm25,1,0
1/9/2018,c1pm10,63.639999,2.8699999,.33989999,.85750002,1.9611,4.9900999,2.1578,.2448,.61860001,6.0711002,.0147,.1344,.02,.0074,.039999999,2.036,.0060999999,.0105,.038199998,.059099998,.0016,0,.0048000002,.0105,0,.0287,.0031000001,.0103,.0031999999,.0060000001,0,.0071,.0017,.0176,0,0,.063900001,.0339,.0077999998,0,0,0,.000099999997,0,.026000001,09jan2018,c1pm10,1,0
1/9/2018,c2pm10,94.489998,3.4400001,.2069,1.3487999,3.6853001,8.1836004,2.388,.37149999,1.045,9.4977999,.0142,.23540001,.024800001,.0178,.083700001,5.1582999,.0113,.0177,.032400001,.52280003,0,0,.0040000002,.0087000001,.000099999997,.049699999,.0023000001,.0097000003,.0016,.0080000004,.0101,.0083999997,.00069999998,.021299999,.0082999999,0,.154,0,0,0,0,.00060000003,0,0,.048999999,09jan2018,c2pm10,1,0
1/10/2018,c1pm10,124.32,5.5700002,.3522,1.7664,3.9875,10.594,2.3845999,1.5854,1.0961,13.7088,0,.31799999,.0284,.024499999,.081699997,4.8381,.0124,.021500001,.1705,.16140001,.0016,0,.0063999998,.0298,.0018,.065899998,.0024000001,.0383,.0063999998,.0070000002,.0066999998,.0043000001,.0017,.031399999,.0254,0,.18269999,.0027999999,0,0,0,0,.0071,.0046999999,.066200003,10jan2018,c1pm10,1,0
1/10/2018,c2pm10,102.87,3.74,.27759999,1.7298,3.5452001,9.5015001,1.8751,.30140001,1.0134,10.9523,.0089999996,.2375,.020400001,.019400001,.075499997,4.9692001,.0112,.0156,.028899999,.2142,.0020000001,0,.0018,.0134,0,.061900001,.000099999997,.0144,.00039999999,.0083999997,.0038000001,.0062000002,.0016,.0062000002,0,.0132,.042599998,0,0,0,0,0,0,.0015,.054499999,10jan2018,c2pm10,1,0
1/10/2018,c1pm25,34.310001,4.27,.24339999,.3581,.72509998,1.704,1.9632,.6552,.3001,1.8564,.0031999999,.057599999,.0207,.0038000001,.0175,.99550003,0,.0060999999,.096000001,.086499996,0,0,.0044999998,.0185,0,.0104,0,.0019,.0013,.0026,0,.0051000002,0,.019400001,.0134,0,0,0,0,0,0,0,0,0,.053399999,10jan2018,c1pm25,1,0
